Date,Open,High,Low,Close,Adj Close,Volume
2009-11-12,28.055000,28.545000,27.924999,28.290001,18.794189,81383600
2009-11-19,28.120001,29.215000,28.020000,29.055000,19.302401,86356400
2009-11-26,28.490000,29.129999,28.200001,28.980000,19.252579,63519400
2009-12-03,29.045000,29.049999,28.350000,28.915001,19.345901,99659800
2009-12-10,28.990000,29.725000,28.959999,29.209999,19.543266,112766000
2009-12-17,29.129999,29.135000,28.155001,28.645000,19.165253,100875400
2009-12-24,28.745001,28.985001,28.525000,28.840000,19.295717,32670000
2009-12-31,28.790001,28.875000,27.990000,28.165001,18.844105,67156200
2010-01-07,28.165001,28.715000,27.375000,28.514999,19.078272,109016600
2010-01-14,28.520000,28.674999,27.645000,27.750000,18.566442,73279000
2010-01-21,27.775000,27.790001,26.850000,27.254999,18.235254,103731200
2010-01-28,27.355000,27.605000,26.950001,27.434999,18.355690,90357600
2010-02-04,27.275000,27.490000,26.264999,26.895000,17.994394,117561600
2010-02-11,26.799999,27.775000,26.635000,27.665001,18.509569,87371200
2010-02-18,27.575001,27.959999,27.344999,27.580000,18.452703,79003200
2010-02-25,26.570000,27.059999,26.115000,26.965000,18.041231,217274200
2010-03-04,27.350000,27.520000,26.975000,27.100000,18.131548,116782200
2010-03-11,26.889999,26.995001,26.500000,26.920000,18.011116,123701200
2010-03-18,26.950001,27.680000,26.799999,27.309999,18.421602,121368200
2010-03-25,27.455000,27.645000,27.250000,27.500000,18.549763,83322800
2010-04-01,27.680000,27.780001,26.780001,26.910000,18.151789,75202800
2010-04-08,26.889999,27.540001,26.719999,27.475000,18.532900,85958000
2010-04-15,27.379999,27.660000,27.000000,27.094999,18.276575,133667200
2010-04-22,27.070000,27.254999,26.280001,26.680000,17.996643,112216800
2010-04-29,26.809999,27.094999,26.525000,26.830000,18.097820,99863800
2010-05-06,26.834999,27.100000,25.605000,27.010000,18.219242,173929600
2010-05-13,26.975000,27.000000,26.230000,26.559999,17.915705,104136200
2010-05-20,26.250000,26.250000,24.969999,25.040001,16.890409,141658000
2010-05-27,25.305000,26.205000,25.129999,26.205000,17.676233,89257600
2010-06-03,26.334999,26.500000,25.260000,25.674999,17.318733,107760600
2010-06-10,25.930000,26.250000,25.565001,26.200001,17.672865,80545800
2010-06-17,26.250000,26.540001,26.004999,26.120001,17.767952,109015400
2010-06-24,26.055000,26.240000,25.004999,25.059999,17.046898,144332800
2010-07-01,25.150000,25.795000,24.735001,25.735001,17.506063,84119200
2010-07-08,25.840000,26.475000,25.780001,26.410000,17.965225,71380200
2010-07-15,26.360001,27.395000,25.959999,27.040001,18.393778,101804800
2010-07-22,27.004999,27.625000,26.980000,27.440001,18.665878,81035400
2010-07-29,27.540001,28.350000,27.215000,28.275000,19.233881,94458200
2010-08-05,28.205000,28.700001,27.825001,28.020000,19.060417,91599400
2010-08-12,27.764999,28.209999,27.559999,27.920000,18.992395,82325400
2010-08-19,27.865000,27.969999,27.459999,27.695000,18.839338,93504800
2010-08-26,27.715000,28.660000,27.485001,28.655001,19.492378,87436800
2010-09-02,28.709999,29.105000,28.430000,28.915001,19.669239,62337600
2010-09-09,29.115000,29.320000,28.610001,28.709999,19.529785,92959400
2010-09-16,28.700001,29.260000,28.625000,29.115000,19.955326,80537400
2010-09-23,29.010000,29.615000,28.860001,29.379999,20.136955,72678400
2010-09-30,29.430000,29.905001,29.125000,29.900000,20.493359,78014200
2010-10-07,29.834999,29.985001,29.530001,29.969999,20.541338,84322600
2010-10-14,29.969999,30.840000,29.840000,30.575001,20.956005,121301800
2010-10-21,30.504999,30.875000,30.150000,30.594999,20.969707,88560800
2010-10-28,30.639999,30.975000,30.440001,30.975000,21.230162,77653400
2010-11-04,30.969999,31.355000,30.940001,31.275000,21.435781,89294400
2010-11-11,31.245001,31.665001,30.910000,31.260000,21.425501,99584000
2010-11-18,31.440001,32.314999,31.424999,32.305000,22.141741,149646600
2010-11-25,32.060001,32.400002,31.434999,32.349998,22.172583,75916800
2010-12-02,32.325001,32.480000,31.995001,32.195000,22.218834,103614200
2010-12-09,32.305000,32.485001,31.850000,32.369999,22.339605,110343600
2010-12-16,32.424999,32.875000,32.345001,32.794998,22.632912,110522800
2010-12-23,32.759998,32.939999,32.529999,32.724998,22.584602,41596200
2010-12-30,32.715000,32.939999,31.430000,31.745001,21.908278,101324200
2011-01-06,31.809999,31.830000,31.280001,31.520000,21.753000,82937000
2011-01-13,31.625000,31.959999,31.490000,31.709999,21.884121,65249800
2011-01-20,31.809999,31.940001,31.270000,31.480000,21.725393,84203800
2011-01-27,31.594999,31.740000,30.945000,31.430000,21.690891,84703800
2011-02-03,31.350000,32.375000,31.065001,31.575001,21.790955,77421200
2011-02-10,31.580000,31.875000,31.275000,31.700001,21.877218,78855000
2011-02-17,31.690001,32.360001,31.635000,31.955000,22.053205,79245400
2011-02-24,32.099998,32.625000,31.855000,32.215000,22.232641,99722400
2011-03-03,32.395000,32.939999,32.240002,32.810001,22.643272,111223400
2011-03-10,32.625000,32.770000,30.645000,30.799999,21.256100,104949200
2011-03-17,31.215000,32.264999,30.955000,32.134998,22.338236,77708800
2011-03-24,32.290001,33.244999,32.279999,33.020000,22.953424,67728200
2011-03-31,32.980000,33.910000,32.980000,33.814999,23.506063,76498800
2011-04-07,33.715000,33.919998,33.205002,33.639999,23.384415,63685200
2011-04-14,33.669998,34.235001,33.320000,33.924999,23.582525,81036000
2011-04-21,33.945000,34.084999,32.904999,33.500000,23.287096,71330600
2011-04-28,33.470001,33.965000,33.330002,33.730000,23.446980,65494200
2011-05-05,33.849998,33.869999,33.200001,33.660000,23.398315,62460200
2011-05-12,33.680000,34.384998,33.584999,34.150002,23.738939,72167400
2011-05-19,34.205002,34.349998,33.410000,33.455002,23.255819,63174000
2011-05-26,33.369999,33.619999,33.150002,33.380001,23.203682,59146800
2011-06-02,33.325001,33.380001,32.535000,32.700001,22.730995,60922400
2011-06-09,32.720001,33.160000,32.320000,32.485001,22.581533,76620200
2011-06-16,32.485001,33.410000,32.400002,33.200001,23.245644,77914200
2011-06-23,32.965000,33.415001,32.215000,33.355000,23.354166,103287000
2011-06-30,33.490002,34.395000,33.410000,34.264999,23.991312,58368800
2011-07-07,34.410000,34.445000,33.855000,34.029999,23.826778,67278800
2011-07-14,33.985001,34.889999,33.294998,34.435001,24.110352,100544000
2011-07-21,34.410000,34.910000,34.250000,34.345001,24.047329,79072800
2011-07-28,34.325001,34.639999,33.474998,34.200001,23.945810,99683600
2011-08-04,33.884998,34.064999,31.795000,31.980000,22.391434,207703800
2011-08-11,32.000000,34.674999,31.955000,34.639999,24.253881,126388400
2011-08-18,34.125000,34.855000,33.430000,34.840000,24.393917,133126600
2011-08-25,34.799999,35.384998,33.349998,35.224998,24.663488,116831000
2011-09-01,35.044998,35.549999,33.695000,35.400002,24.786015,88132000
2011-09-08,35.330002,35.884998,34.099998,34.884998,24.425425,130574800
2011-09-15,34.955002,35.840000,34.634998,34.639999,24.419304,126222200
2011-09-22,33.685001,35.205002,33.310001,34.029999,23.989290,125915400
2011-09-29,34.455002,34.820000,31.670000,32.764999,23.097538,138707800
2011-10-06,32.985001,33.985001,32.224998,33.740002,23.784857,85128200
2011-10-13,33.654999,34.099998,33.200001,33.514999,23.626245,85685200
2011-10-20,33.744999,34.325001,33.205002,33.735001,23.781326,80348800
2011-10-27,34.465000,34.544998,33.389999,33.884998,23.887074,101232000
2011-11-03,34.049999,34.410000,33.430000,33.514999,23.626245,75361400
2011-11-10,33.805000,34.305000,33.455002,33.505001,23.619198,68511600
2011-11-17,33.470001,33.855000,32.400002,32.435001,22.864901,80621000
2011-11-24,32.575001,33.980000,32.369999,33.615002,23.696741,75847400
2011-12-01,33.500000,33.790001,32.939999,33.389999,23.709114,88118200
2011-12-08,33.349998,33.875000,33.035000,33.130001,23.524494,77835000
2011-12-15,33.455002,34.900002,33.395000,34.785000,24.699659,83855200
2011-12-22,34.669998,35.099998,34.445000,34.755001,24.678356,43151800
2011-12-29,34.799999,35.355000,34.750000,34.849998,24.745806,46474800
2012-01-05,34.880001,34.935001,33.775002,34.029999,24.163557,74850000
2012-01-12,34.209999,34.250000,33.285000,33.794998,23.996687,64088000
2012-01-19,33.825001,34.310001,33.630001,34.215000,24.294924,75733800
2012-01-26,34.310001,34.310001,33.514999,33.924999,24.088997,70596000
2012-02-02,34.035000,34.724998,33.814999,34.165001,24.259409,84990200
2012-02-09,34.180000,34.625000,33.709999,34.200001,24.284269,65769800
2012-02-16,34.305000,34.669998,34.209999,34.625000,24.586046,53785000
2012-02-23,34.544998,34.990002,34.259998,34.930000,24.802620,68205000
2012-03-01,34.935001,34.980000,34.250000,34.395000,24.422731,61723600
2012-03-08,34.590000,35.310001,34.549999,35.110001,24.930428,119627000
2012-03-15,35.134998,35.700001,34.889999,35.560001,25.434872,81593800
2012-03-22,35.505001,36.410000,35.470001,36.330002,25.985624,79686800
2012-03-29,36.174999,37.195000,36.134998,36.730000,26.271742,107675000
2012-04-05,36.639999,36.759998,35.919998,36.060001,25.792505,50655400
2012-04-12,36.075001,37.240002,35.910000,37.084999,26.525650,69708000
2012-04-19,37.145000,37.525002,36.665001,37.465000,26.797453,63548400
2012-04-26,37.474998,38.910000,37.410000,38.580002,27.594984,98802200
2012-05-03,38.680000,38.820000,38.244999,38.389999,27.459072,62370600
2012-05-10,38.605000,38.869999,37.959999,38.165001,27.298141,72877200
2012-05-17,38.084999,38.150002,36.735001,37.275002,26.661560,100973200
2012-05-24,37.395000,37.924999,37.299999,37.529999,26.843948,53622600
2012-05-31,37.480000,37.610001,36.279999,37.305000,26.683001,74159800
2012-06-07,37.494999,37.889999,37.075001,37.345001,26.711626,57881600
2012-06-14,37.395000,38.209999,37.349998,37.779999,27.207268,69973600
2012-06-21,37.895000,38.240002,37.084999,38.169998,27.488134,63294800
2012-06-28,38.049999,39.680000,37.845001,39.580002,28.503550,50096200
2012-07-05,39.509998,39.570000,38.575001,38.730000,27.891426,54427000
2012-07-12,38.514999,39.330002,38.099998,38.720001,27.884228,85048600
2012-07-19,38.759998,38.799999,38.049999,38.509998,27.732990,64608400
2012-07-26,38.849998,40.665001,38.849998,40.505001,29.169685,77205600
2012-08-02,40.365002,40.625000,39.680000,39.779999,28.647572,55979800
2012-08-09,39.735001,39.889999,39.049999,39.349998,28.337914,77592900
2012-08-16,39.400002,39.730000,38.689999,38.770000,27.920227,50385100
2012-08-23,38.810001,38.840000,37.380001,37.459999,26.976831,73464700
2012-08-30,37.380001,37.630001,37.110001,37.509998,27.012856,75884700
2012-09-06,37.779999,38.500000,37.509998,37.549999,27.041645,85597200
2012-09-13,37.730000,39.000000,37.610001,38.520000,27.928747,123135700
2012-09-20,38.389999,38.869999,37.660000,37.759998,27.377710,184799100
2012-09-27,38.060001,38.689999,37.900002,38.240002,27.725746,78481800
2012-10-04,38.459999,38.830002,38.049999,38.090000,27.616985,58210200
2012-10-11,38.200001,38.389999,37.439999,37.740002,27.363213,77950000
2012-10-18,37.759998,38.070000,36.540001,36.880001,26.739677,83087000
2012-10-25,37.000000,37.410000,36.779999,37.180000,26.957186,33997900
2012-11-01,37.150002,37.650002,36.400002,36.720001,26.623672,62192800
2012-11-08,36.650002,37.110001,35.869999,36.009998,26.108896,60225200
2012-11-15,35.900002,37.470001,35.860001,37.389999,27.109459,68254500
2012-11-22,37.549999,37.950001,36.799999,37.560001,27.232716,45302500
2012-11-29,37.680000,37.980000,37.080002,37.310001,27.237053,64693700
2012-12-06,37.340000,37.990002,37.299999,37.639999,27.477964,53585600
2012-12-13,37.700001,37.820000,36.770000,36.779999,26.850145,76775900
2012-12-20,36.689999,37.189999,36.240002,36.419998,26.587334,58959000
2012-12-27,36.349998,37.599998,35.580002,37.599998,27.448767,62957800
2013-01-03,37.450001,37.869999,36.830002,37.029999,27.032648,71167400
2013-01-10,37.119999,37.430000,36.520000,37.320000,27.244352,64139600
2013-01-17,37.430000,37.740002,37.040001,37.130001,27.105654,60997500
2013-01-24,37.200001,37.610001,36.860001,37.500000,27.375765,71611300
2013-01-31,37.529999,38.430000,37.110001,38.310001,27.967073,69079000
2013-02-07,38.419998,39.060001,37.009998,37.209999,27.164047,93917500
2013-02-14,37.240002,37.880001,36.540001,37.730000,27.543678,75752800
2013-02-21,37.619999,38.720001,37.430000,38.450001,28.069281,80153600
2013-02-28,38.470001,39.040001,38.419998,39.020000,28.485394,67558900
2013-03-07,39.040001,39.419998,38.549999,38.590000,28.171480,61213100
2013-03-14,38.820000,39.919998,38.570000,39.869999,29.316601,81298200
2013-03-21,39.849998,40.700001,39.759998,40.220001,29.573944,83136900
2013-03-28,40.380001,40.900002,40.020000,40.169998,29.537188,49426100
2013-04-04,40.270000,41.169998,39.770000,41.070000,30.198971,75683100
2013-04-11,41.130001,42.700001,40.049999,42.549999,31.287212,93751500
2013-04-18,42.480000,42.959999,42.090000,42.150002,30.993092,63038500
2013-04-25,42.259998,42.560001,41.880001,42.209999,31.037212,58810800
2013-05-02,41.660000,42.709999,41.490002,42.459999,31.221039,66245100
2013-05-09,42.509998,43.099998,41.849998,42.919998,31.559282,54661800
2013-05-16,42.910000,43.430000,42.040001,42.250000,31.066629,57671600
2013-05-23,41.930000,43.049999,41.310001,41.400002,30.441633,53875000
2013-05-30,41.490002,41.720001,39.630001,40.650002,29.890146,99306400
2013-06-06,40.549999,41.730000,40.279999,40.389999,29.698956,64981300
2013-06-13,40.310001,41.439999,39.680000,40.410000,29.919044,70734700
2013-06-20,40.270000,40.480000,38.970001,40.330002,29.859812,90069400
2013-06-27,40.650002,40.919998,40.029999,40.490002,29.978281,56042500
2013-07-04,40.720001,41.070000,40.150002,40.680000,30.118950,38638300
2013-07-11,41.000000,41.250000,39.500000,40.840000,30.237408,87683100
2013-07-18,40.860001,41.139999,40.740002,40.860001,30.252222,50446900
2013-07-25,40.810001,40.880001,40.009998,40.080002,29.674725,55885400
2013-08-01,40.400002,40.750000,39.910000,40.150002,29.726545,65398300
2013-08-08,40.299999,40.360001,39.349998,39.529999,29.267492,59808500
2013-08-15,39.299999,39.400002,38.250000,38.279999,28.342020,72743200
2013-08-22,38.320000,38.610001,37.799999,38.349998,28.393839,70339000
2013-08-29,38.470001,38.730000,37.799999,38.540001,28.534515,66719400
2013-09-05,38.630001,38.779999,38.060001,38.779999,28.712214,62626700
2013-09-12,38.590000,39.599998,38.279999,39.590000,29.311918,68001400
2013-09-19,39.639999,39.669998,38.299999,38.330002,28.585434,90472600
2013-09-26,38.490002,38.740002,37.209999,37.430000,27.914236,80512400
2013-10-03,37.459999,37.459999,36.830002,37.080002,27.653214,87834200
2013-10-10,37.770000,38.369999,37.450001,38.000000,28.339327,85315900
2013-10-17,38.060001,39.250000,38.009998,39.090000,29.152216,77476300
2013-10-24,39.150002,39.959999,38.630001,39.619999,29.547468,74638900
2013-10-31,39.509998,40.220001,39.220001,40.049999,29.868147,65309000
2013-11-07,40.080002,40.250000,39.490002,40.119999,29.920368,59984300
2013-11-14,40.090000,40.450001,39.919998,40.060001,29.875629,57899900
2013-11-21,40.200001,40.880001,39.689999,40.189999,29.972574,90969400
2013-11-28,40.270000,40.480000,39.750000,40.369999,30.317694,55168300
2013-12-05,40.279999,40.500000,39.750000,40.130001,30.137468,73896700
2013-12-12,39.990002,40.209999,38.869999,40.020000,30.054863,89957400
2013-12-19,39.970001,40.310001,39.560001,40.189999,30.182537,52756000
2013-12-26,40.220001,41.389999,40.139999,41.310001,31.023649,38007200
2014-01-02,41.119999,41.230000,39.830002,39.939999,29.994783,61350200
2014-01-09,39.950001,40.290001,39.500000,39.759998,29.859600,67098100
2014-01-16,39.779999,40.090000,39.279999,39.900002,29.964748,52476500
2014-01-23,39.610001,39.639999,37.820000,37.900002,28.462751,78629100
2014-01-30,38.000000,38.410000,37.099998,37.610001,28.244967,84436800
2014-02-06,38.759998,38.939999,37.840000,38.509998,28.920858,89922400
2014-02-13,38.130001,39.020000,37.049999,37.099998,27.861956,99209300
2014-02-20,37.060001,37.939999,36.889999,37.869999,28.440214,107323800
2014-02-27,37.840000,38.450001,37.799999,38.349998,28.800692,87662600
2014-03-06,38.400002,38.840000,38.209999,38.470001,28.890820,75774200
2014-03-13,38.450001,38.590000,37.880001,38.139999,28.869930,89955600
2014-03-20,38.110001,38.939999,37.950001,38.610001,29.225698,80844500
2014-03-27,38.509998,39.029999,38.299999,38.330002,29.013752,85248200
2014-04-03,38.389999,38.990002,38.040001,38.990002,29.513336,77664600
2014-04-10,38.980000,40.590000,38.400002,40.590000,30.724447,127948800
2014-04-17,40.430000,40.810001,40.250000,40.730000,30.830420,60655400
2014-04-24,40.700001,41.279999,40.439999,40.790001,30.875847,80231100
2014-05-01,40.790001,40.970001,40.259998,40.910000,30.966669,60221800
2014-05-08,40.849998,41.220001,40.650002,40.889999,30.951540,47576800
2014-05-15,40.619999,40.959999,40.419998,40.869999,30.936394,52009400
2014-05-22,40.770000,40.889999,40.480000,40.580002,30.716871,33505200
2014-05-29,40.680000,41.000000,40.490002,40.790001,30.875847,46143100
2014-06-05,40.730000,41.150002,40.630001,40.860001,30.928831,45025900
2014-06-12,40.410000,41.570000,40.150002,41.560001,31.458689,79101200
2014-06-19,41.540001,41.980000,41.330002,41.959999,32.000324,82361700
2014-06-26,41.910000,42.490002,41.779999,42.290001,32.252014,67841100
2014-07-03,42.259998,42.320000,41.790001,41.950001,31.992712,36511700
2014-07-10,41.560001,42.430000,41.549999,42.119999,32.122349,55068500
2014-07-17,41.930000,42.570000,40.610001,40.810001,31.123299,89100800
2014-07-24,40.970001,41.099998,39.610001,39.619999,30.215750,68584800
2014-07-31,39.529999,39.959999,39.060001,39.919998,30.444546,69221000
2014-08-07,39.959999,40.099998,39.259998,39.939999,30.459797,65073400
2014-08-14,39.930000,41.480000,39.930000,41.250000,31.458858,62058000
2014-08-21,41.290001,41.709999,41.049999,41.599998,31.725782,49534500
2014-08-28,41.509998,41.849998,41.310001,41.779999,31.863054,35846600
2014-09-04,41.799999,42.189999,41.610001,42.169998,32.160492,68101600
2014-09-11,41.680000,42.060001,41.180000,41.610001,31.733408,76767000
2014-09-18,41.750000,42.349998,41.549999,42.270000,32.471611,95456400
2014-09-25,42.060001,42.849998,41.709999,42.740002,32.832672,86480400
2014-10-02,42.599998,44.560001,42.419998,44.549999,34.223083,102069800
2014-10-09,44.439999,44.869999,42.700001,43.230000,33.209076,115141300
2014-10-16,42.650002,43.470001,40.099998,40.619999,31.204086,147084700
2014-10-23,40.939999,41.380001,40.509998,40.959999,31.465271,98385800
2014-10-30,41.000000,42.540001,40.830002,42.310001,32.502335,80786000
2014-11-06,42.430000,42.889999,42.090000,42.709999,32.809612,53754000
2014-11-13,42.650002,44.430000,42.500000,44.220001,33.969585,85156500
2014-11-20,43.959999,44.779999,43.849998,44.290001,34.023357,60679800
2014-11-27,44.150002,45.000000,43.759998,43.799999,33.879520,45692300
2014-12-04,43.619999,43.840000,41.560001,41.599998,32.177799,83157600
2014-12-11,41.619999,42.009998,39.799999,41.549999,32.139114,101711700
2014-12-18,41.860001,43.230000,41.750000,42.939999,33.214302,73048300
2014-12-25,42.970001,43.299999,42.220001,42.220001,32.657387,33752900
2015-01-01,42.259998,43.110001,41.799999,42.990002,33.252979,66523500
2015-01-08,43.180000,43.570000,42.070000,42.560001,32.920372,71870000
2015-01-15,42.830002,43.430000,42.169998,43.360001,33.539173,54075900
2015-01-22,43.369999,43.830002,41.900002,41.919998,32.425316,67771200
2015-01-29,41.770000,42.150002,40.900002,41.680000,32.239693,77642200
2015-02-05,41.799999,43.029999,41.040001,42.369999,32.773399,89496500
2015-02-12,42.400002,42.660000,41.470001,41.730000,32.278362,47204300
2015-02-19,41.680000,42.330002,41.529999,42.049999,32.525875,67497000
2015-02-26,42.040001,43.660000,41.970001,42.500000,32.873966,82473200
2015-03-05,42.560001,42.610001,40.080002,40.099998,31.017553,70675600
2015-03-12,40.099998,40.790001,39.610001,40.599998,31.404306,98315200
2015-03-19,40.480000,40.990002,39.959999,40.450001,31.547890,101023600
2015-03-26,40.340000,40.900002,39.939999,40.680000,31.727289,75210900
2015-04-02,40.730000,41.610001,40.480000,40.889999,31.891069,52914600
2015-04-09,40.799999,41.160000,40.320000,40.400002,31.508909,53446000
2015-04-16,40.410000,41.570000,40.099998,41.310001,32.218639,88035300
2015-04-23,41.230000,41.410000,40.400002,40.490002,31.579100,62622900
2015-04-30,40.400002,41.139999,40.279999,40.660000,31.711678,57382100
2015-05-07,40.529999,41.389999,40.509998,41.049999,32.015858,60660800
2015-05-14,41.299999,41.689999,41.130001,41.349998,32.249825,49988900
2015-05-21,41.259998,41.320000,40.740002,41.119999,32.070446,46237800
2015-05-28,41.200001,41.410000,40.680000,40.869999,31.875467,61740300
2015-06-04,40.709999,40.980000,40.020000,40.330002,31.454309,63213300
2015-06-11,40.110001,40.320000,39.570000,40.270000,31.407505,65294100
2015-06-18,40.160000,40.810001,40.160000,40.189999,31.603714,70121100
2015-06-25,40.279999,40.349998,39.119999,39.500000,31.061131,68122700
2015-07-02,39.630001,40.380001,39.220001,39.860001,31.344213,50947200
2015-07-09,40.459999,41.360001,39.900002,41.130001,32.342888,67389700
2015-07-16,41.419998,41.599998,40.590000,40.900002,32.162029,59298600
2015-07-23,40.990002,41.020000,40.160000,40.590000,31.918259,54882100
2015-07-30,40.549999,42.220001,40.389999,42.119999,33.121376,71966700
2015-08-06,42.000000,42.250000,40.849998,41.259998,32.445122,52624600
2015-08-13,41.279999,41.529999,40.779999,40.779999,32.067654,55444400
2015-08-20,40.520000,40.820000,36.560001,38.730000,30.455635,141206500
2015-08-27,39.060001,39.470001,38.540001,38.900002,30.589310,83806800
2015-09-03,38.900002,39.340000,38.200001,38.299999,30.117496,57800600
2015-09-10,38.310001,39.189999,37.840000,39.150002,30.785902,70958000
2015-09-17,39.150002,39.610001,38.549999,38.759998,30.743282,85627700
2015-09-24,38.520000,40.230000,38.509998,40.119999,31.822004,95139600
2015-10-01,40.220001,41.610001,39.360001,41.520000,32.932430,79717000
2015-10-08,41.259998,42.290001,41.259998,41.680000,33.059345,65274100
2015-10-15,41.869999,42.520000,41.599998,42.189999,33.463852,83193800
2015-10-22,42.439999,43.849998,42.209999,42.730000,33.892166,113338800
2015-10-29,42.660000,42.900002,41.810001,41.970001,33.289360,61217400
2015-11-05,42.000000,42.349998,41.340000,42.040001,33.344887,49778800
2015-11-12,42.009998,42.349998,41.360001,42.279999,33.535240,59295100
2015-11-19,42.320000,43.599998,42.320000,43.360001,34.391872,83321700
2015-11-26,43.040001,43.240002,42.590000,42.770000,33.923901,47051200
2015-12-03,42.730000,43.480000,42.320000,42.660000,34.096142,67204800
2015-12-10,42.730000,43.910000,41.970001,43.840000,35.039261,92674600
2015-12-17,43.810001,43.889999,42.459999,43.669998,34.903389,71098200
2015-12-24,43.490002,43.779999,43.310001,43.570000,34.823456,22215000
2015-12-31,43.299999,43.340000,41.970001,42.320000,33.824406,57839000
2016-01-07,41.650002,42.570000,41.290001,41.849998,33.448742,89693800
2016-01-14,41.990002,42.169998,40.750000,41.380001,33.073105,72567300
2016-01-21,41.450001,42.500000,41.090000,42.090000,33.640560,70468800
2016-01-28,42.180000,43.259998,42.060001,42.720001,34.144089,82468800
2016-02-04,42.520000,43.490002,41.900002,42.549999,34.008228,90567200
2016-02-11,42.029999,43.619999,41.980000,43.490002,34.759533,57056100
2016-02-18,43.630001,44.160000,43.279999,43.910000,35.095207,66747000
2016-02-25,43.959999,44.180000,42.919998,43.770000,34.983322,69588700
2016-03-03,43.610001,44.830002,43.540001,44.810001,35.814541,74888400
2016-03-10,44.840000,45.560001,44.549999,45.049999,36.006355,87317000
2016-03-17,45.049999,45.910000,44.970001,45.459999,36.617401,80754200
2016-03-24,45.450001,46.730000,45.189999,46.580002,37.519550,63519400
2016-03-31,46.549999,46.930000,46.110001,46.709999,37.624260,60916600
2016-04-07,46.500000,47.130001,45.820000,46.040001,37.084587,57584600
2016-04-14,46.060001,46.619999,44.060001,44.369999,35.739422,92946700
2016-04-21,44.259998,44.959999,42.869999,44.680000,35.989128,98785900
2016-04-28,44.500000,45.189999,44.459999,44.980000,36.230774,54997000
2016-05-05,44.930000,45.880001,44.869999,45.459999,36.617401,43242300
2016-05-12,45.549999,45.900002,44.230000,44.480000,35.828033,60199500
2016-05-19,44.250000,44.630001,43.939999,44.380001,35.747482,58980600
2016-05-26,44.529999,44.980000,44.259998,44.700001,36.005234,44440900
